state,county,name,poverty,lower,upper,percent
13,261,Sumter County,"9,996","8,768","11,224",33.9
13,263,Talbot County,"1,513","1,180","1,846",23.8
13,265,Taliaferro County,545,435,655,32.3
13,267,Tattnall County,"5,833","4,583","7,083",28.2
13,269,Taylor County,"2,114","1,686","2,542",25.4
13,271,Telfair County,"4,274","3,315","5,233",33.7
13,273,Terrell County,"2,632","2,049","3,215",29.8
13,275,Thomas County,"10,827","9,284","12,370",24.5
13,277,Tift County,"11,178","9,730","12,626",28.6
13,279,Toombs County,"6,586","5,275","7,897",24.5
13,281,Towns County,"1,817","1,462","2,172",18.1
13,283,Treutlen County,"1,752","1,346","2,158",27.1
13,285,Troup County,"13,099","11,040","15,158",19.5
13,287,Turner County,"2,472","1,973","2,971",31.7
13,289,Twiggs County,"2,309","1,915","2,703",28.1
13,291,Union County,"3,260","2,473","4,047",15.1
13,293,Upson County,"6,661","5,739","7,583",25.9
13,295,Walker County,"13,348","11,507","15,189",20.0
13,297,Walton County,"13,499","11,524","15,474",15.6
13,299,Ware County,"9,595","8,182","11,008",28.8
13,301,Warren County,"1,573","1,253","1,893",28.9
13,303,Washington County,"5,734","4,841","6,627",30.2
13,305,Wayne County,"7,032","5,764","8,300",25.5
13,307,Webster County,603,469,737,22.8
13,309,Wheeler County,"2,103","1,624","2,582",38.9
13,311,White County,"4,606","3,719","5,493",16.9
13,313,Whitfield County,"21,240","18,711","23,769",20.7
13,315,Wilcox County,"2,113","1,642","2,584",30.7
13,317,Wilkes County,"2,617","2,157","3,077",26.7
13,319,Wilkinson County,"2,130","1,723","2,537",23.2
13,321,Worth County,"4,692","3,846","5,538",22.6
15,000,Hawaii,"158,266","151,850","164,682",11.5
15,001,Hawaii County,"34,598","30,030","39,166",18.1
15,003,Honolulu County,"93,994","86,946","101,042",9.8
15,005,Kalawao County,.,.,.,.
15,007,Kauai County,"8,570","7,033","10,107",12.3
15,009,Maui County,"21,103","17,925","24,281",13.1
16,000,Idaho,"237,604","230,083","245,125",14.8
16,001,Ada County,"48,083","43,615","52,551",11.6
16,003,Adams County,569,431,707,14.9
16,005,Bannock County,"14,116","12,048","16,184",17.4
16,007,Bear Lake County,795,625,965,13.4
16,009,Benewah County,"1,418","1,113","1,723",15.7
16,011,Bingham County,"6,720","5,442","7,998",15.0
16,013,Blaine County,"2,262","1,834","2,690",10.6
16,015,Boise County,"1,057",842,"1,272",15.6
16,017,Bonner County,"6,686","5,460","7,912",16.2
16,019,Bonneville County,"16,643","14,416","18,870",15.5
16,021,Boundary County,"1,817","1,439","2,195",16.7
16,023,Butte County,385,294,476,14.8
16,025,Camas County,133,105,161,12.8
16,027,Canyon County,"35,950","31,885","40,015",18.0
16,029,Caribou County,778,612,944,11.5
16,031,Cassia County,"3,615","2,937","4,293",15.6
16,033,Clark County,150,118,182,17.3
16,035,Clearwater County,"1,308","1,041","1,575",16.6
16,037,Custer County,645,515,775,15.7
16,039,Elmore County,"3,656","2,908","4,404",14.4
16,041,Franklin County,"1,393","1,103","1,683",10.8
16,043,Fremont County,"1,872","1,441","2,303",15.1
16,045,Gem County,"2,645","2,087","3,203",15.9
16,047,Gooding County,"2,560","2,051","3,069",17.1
16,049,Idaho County,"2,565","2,031","3,099",16.3
16,051,Jefferson County,"3,093","2,438","3,748",11.5
16,053,Jerome County,"3,543","2,800","4,286",15.7
16,055,Kootenai County,"18,765","16,062","21,468",12.9
16,057,Latah County,"7,008","6,148","7,868",19.9
16,059,Lemhi County,"1,392","1,108","1,676",18.2
16,061,Lewis County,523,397,649,13.7
16,063,Lincoln County,742,579,905,14.1
16,065,Madison County,"10,050","8,747","11,353",27.1
16,067,Minidoka County,"3,403","2,762","4,044",16.8
16,069,Nez Perce County,"5,689","4,807","6,571",14.6
16,071,Oneida County,573,453,693,13.9
16,073,Owyhee County,"2,645","2,252","3,038",23.6
16,075,Payette County,"3,213","2,473","3,953",14.2
16,077,Power County,"1,183",902,"1,464",15.7
16,079,Shoshone County,"2,310","1,836","2,784",18.9
16,081,Teton County,"1,198",939,"1,457",11.6
16,083,Twin Falls County,"11,553","9,508","13,598",14.5
16,085,Valley County,"1,142",897,"1,387",11.7
16,087,Washington County,"1,757","1,397","2,117",17.8
17,000,Illinois,"1,802,337","1,778,953","1,825,721",14.3
17,001,Adams County,"9,185","7,583","10,787",14.2
17,003,Alexander County,"2,491","2,064","2,918",35.6
17,005,Bond County,"2,463","2,007","2,919",16.2
17,007,Boone County,"5,447","4,408","6,486",10.2
17,009,Brown County,665,499,831,14.2
17,011,Bureau County,"4,369","3,697","5,041",13.1
17,013,Calhoun County,587,461,713,12.1
17,015,Carroll County,"1,821","1,450","2,192",12.6
17,017,Cass County,"1,702","1,336","2,068",13.2
17,019,Champaign County,"43,210","40,288","46,132",22.6
17,021,Christian County,"4,639","3,798","5,480",14.4
17,023,Clark County,"2,213","1,799","2,627",13.9
17,025,Clay County,"1,811","1,422","2,200",13.6
17,027,Clinton County,"3,554","2,933","4,175",9.9
17,029,Coles County,"11,228","9,717","12,739",22.9
17,031,Cook County,"883,001","860,212","905,790",17.1
17,033,Crawford County,"2,721","2,196","3,246",15.2
17,035,Cumberland County,"1,298","1,043","1,553",12.2
17,037,DeKalb County,"14,452","12,546","16,358",14.7
17,039,De Witt County,"1,735","1,353","2,117",10.9
17,041,Douglas County,"1,957","1,555","2,359",10.0
17,043,DuPage County,"72,895","65,771","80,019",7.9
17,045,Edgar County,"2,636","2,105","3,167",15.1
17,047,Edwards County,756,596,916,11.6
17,049,Effingham County,"3,987","3,273","4,701",11.8
17,051,Fayette County,"3,495","2,839","4,151",17.5
17,053,Ford County,"1,604","1,293","1,915",12.1
17,055,Franklin County,"7,684","6,439","8,929",19.9
17,057,Fulton County,"5,453","4,621","6,285",16.5
17,059,Gallatin County,917,713,"1,121",17.5
17,061,Greene County,"2,118","1,709","2,527",16.2
17,063,Grundy County,"4,261","3,609","4,913",8.5
17,065,Hamilton County,"1,149",916,"1,382",14.0
17,067,Hancock County,"2,126","1,683","2,569",11.6
17,069,Hardin County,847,670,"1,024",20.6
17,071,Henderson County,802,624,980,11.7
17,073,Henry County,"5,501","4,578","6,424",11.3
17,075,Iroquois County,"4,486","3,914","5,058",15.8
17,077,Jackson County,"16,945","15,223","18,667",30.4
17,079,Jasper County,"1,045",808,"1,282",11.0
17,081,Jefferson County,"7,046","6,105","7,987",19.5
17,083,Jersey County,"2,505","1,978","3,032",11.6
17,085,Jo Daviess County,"2,352","1,895","2,809",10.7
17,087,Johnson County,"1,751","1,410","2,092",15.9
17,089,Kane County,"55,787","50,067","61,507",10.7
17,091,Kankakee County,"15,667","13,126","18,208",14.7
17,093,Kendall County,"6,477","5,253","7,701",5.4
17,095,Knox County,"9,289","8,068","10,510",19.3
17,097,Lake County,"64,993","58,495","71,491",9.5
17,099,La Salle County,"14,686","12,276","17,096",13.6
17,101,Lawrence County,"2,521","1,984","3,058",18.1
17,103,Lee County,"3,479","2,741","4,217",10.9
17,105,Livingston County,"4,115","3,343","4,887",11.9
17,107,Logan County,"3,178","2,462","3,894",12.6
17,109,McDonough County,"6,549","5,688","7,410",23.6
17,111,McHenry County,"20,905","17,196","24,614",6.9
17,113,McLean County,"23,326","21,188","25,464",14.3
17,115,Macon County,"17,003","14,457","19,549",16.3
17,117,Macoupin County,"5,868","4,767","6,969",12.9
17,119,Madison County,"34,436","30,906","37,966",13.1
17,121,Marion County,"7,004","5,933","8,075",18.6
17,123,Marshall County,"1,255","1,020","1,490",10.7
17,125,Mason County,"2,014","1,672","2,356",14.8
17,127,Massac County,"3,029","2,544","3,514",20.7
17,129,Menard County,"1,245",990,"1,500",10.1
17,131,Mercer County,"1,511","1,224","1,798",9.6
17,133,Monroe County,"1,710","1,354","2,066",5.1
17,135,Montgomery County,"4,577","3,781","5,373",17.0
17,137,Morgan County,"4,832","3,918","5,746",15.1
17,139,Moultrie County,"1,705","1,412","1,998",11.8
17,141,Ogle County,"5,856","4,907","6,805",11.4
17,143,Peoria County,"30,408","26,577","34,239",16.7
17,145,Perry County,"3,200","2,547","3,853",16.7
17,147,Piatt County,"1,206",945,"1,467",7.4
17,149,Pike County,"2,338","1,863","2,813",15.2
17,151,Pope County,799,612,986,19.7
17,153,Pulaski County,"1,332","1,057","1,607",23.0
17,155,Putnam County,512,405,619,8.9
17,157,Randolph County,"3,949","3,196","4,702",13.8
17,159,Richland County,"2,284","1,797","2,771",14.6
17,161,Rock Island County,"23,015","20,350","25,680",16.3
17,163,St. Clair County,"49,691","45,055","54,327",19.1
17,165,Saline County,"4,983","4,164","5,802",21.0
17,167,Sangamon County,"29,897","26,826","32,968",15.3
17,169,Schuyler County,954,753,"1,155",13.2
17,171,Scott County,614,486,742,12.0
17,173,Shelby County,"2,539","1,987","3,091",11.7
17,175,Stark County,677,547,807,11.9
17,177,Stephenson County,"6,417","5,175","7,659",14.1
17,179,Tazewell County,"12,112","10,191","14,033",9.1
17,181,Union County,"3,079","2,481","3,677",17.9
17,183,Vermilion County,"14,555","12,359","16,751",19.0
17,185,Wabash County,"1,690","1,351","2,029",14.8
17,187,Warren County,"2,261","1,767","2,755",13.5
17,189,Washington County,"1,441","1,189","1,693",10.2
17,191,Wayne County,"2,457","1,962","2,952",14.9
17,193,White County,"1,963","1,533","2,393",14.1
17,195,Whiteside County,"6,771","5,572","7,970",12.2
17,197,Will County,"54,720","48,044","61,396",8.1
17,199,Williamson County,"10,271","8,514","12,028",15.8
17,201,Winnebago County,"47,864","43,457","52,271",16.9
17,203,Woodford County,"2,411","1,930","2,892",6.3
18,000,Indiana,"968,437","950,798","986,076",15.2
18,001,Adams County,"5,273","4,329","6,217",15.4
18,003,Allen County,"54,597","49,970","59,224",15.2
18,005,Bartholomew County,"9,338","7,986","10,690",11.8
18,007,Benton County,"1,102",914,"1,290",12.8
18,009,Blackford County,"1,821","1,424","2,218",15.0
18,011,Boone County,"4,409","3,575","5,243",7.2
18,013,Brown County,"1,908","1,492","2,324",12.9
18,015,Carroll County,"2,137","1,744","2,530",10.9
18,017,Cass County,"5,170","4,271","6,069",13.8
18,019,Clark County,"11,945","9,669","14,221",10.6
18,021,Clay County,"3,791","3,099","4,483",14.5
18,023,Clinton County,"3,992","3,112","4,872",12.6
18,025,Crawford County,"1,894","1,471","2,317",18.0
18,027,Daviess County,"4,433","3,484","5,382",13.8
18,029,Dearborn County,"5,688","4,821","6,555",11.7
18,031,Decatur County,"3,404","2,723","4,085",13.1
18,033,De Kalb County,"4,224","3,370","5,078",10.1
18,035,Delaware County,"23,985","21,358","26,612",22.2
18,037,Dubois County,"3,312","2,613","4,011",8.0
18,039,Elkhart County,"27,469","24,085","30,853",13.9
18,041,Fayette County,"3,765","3,086","4,444",16.4
18,043,Floyd County,"8,644","7,221","10,067",11.6
18,045,Fountain County,"2,393","1,986","2,800",14.6
18,047,Franklin County,"2,522","2,020","3,024",11.1
18,049,Fulton County,"2,631","2,054","3,208",13.0
18,051,Gibson County,"3,871","3,130","4,612",11.8
18,053,Grant County,"12,684","10,887","14,481",20.0
18,055,Greene County,"4,989","4,079","5,899",15.5
18,057,Hamilton County,"14,813","12,475","17,151",4.9
18,059,Hancock County,"4,907","3,961","5,853",6.9
18,061,Harrison County,"3,858","2,972","4,744",10.0
18,063,Hendricks County,"9,634","7,822","11,446",6.4
18,065,Henry County,"7,012","5,826","8,198",15.5
18,067,Howard County,"13,655","11,686","15,624",16.8
18,069,Huntington County,"3,768","3,010","4,526",10.7
18,071,Jackson County,"6,379","5,511","7,247",14.9
18,073,Jasper County,"3,340","2,681","3,999",10.3
18,075,Jay County,"4,154","3,595","4,713",19.9
18,077,Jefferson County,"4,913","4,073","5,753",16.2
18,079,Jennings County,"4,814","4,064","5,564",17.5
18,081,Johnson County,"14,711","12,374","17,048",10.2
18,083,Knox County,"6,141","4,977","7,305",17.4
18,085,Kosciusko County,"9,235","7,845","10,625",12.0
18,087,Lagrange County,"4,146","3,319","4,973",10.9
18,089,Lake County,"85,233","78,537","91,929",17.6
18,091,La Porte County,"18,671","16,286","21,056",17.9
18,093,Lawrence County,"5,622","4,405","6,839",12.5
18,095,Madison County,"20,564","18,193","22,935",16.7
18,097,Marion County,"194,803","184,839","204,767",21.3
18,099,Marshall County,"5,041","4,006","6,076",10.9
18,101,Martin County,"1,351","1,066","1,636",13.5
18,103,Miami County,"5,543","4,650","6,436",17.1
18,105,Monroe County,"30,812","28,243","33,381",24.0
18,107,Montgomery County,"4,544","3,629","5,459",12.3
18,109,Morgan County,"7,917","6,494","9,340",11.5
18,111,Newton County,"1,607","1,262","1,952",11.5
18,113,Noble County,"5,159","3,981","6,337",11.1
18,115,Ohio County,659,519,799,11.1
18,117,Orange County,"3,463","2,811","4,115",18.0
18,119,Owen County,"3,180","2,572","3,788",15.4
18,121,Parke County,"2,719","2,160","3,278",17.5
18,123,Perry County,"2,754","2,279","3,229",15.5
18,125,Pike County,"1,393","1,072","1,714",11.3
18,127,Porter County,"16,369","13,825","18,913",10.0
18,129,Posey County,"2,703","2,206","3,200",10.7
18,131,Pulaski County,"1,806","1,445","2,167",14.2
18,133,Putnam County,"4,341","3,431","5,251",13.5
18,135,Randolph County,"4,003","3,265","4,741",16.1
18,137,Ripley County,"2,980","2,327","3,633",10.7
18,139,Rush County,"2,387","1,968","2,806",14.4
18,141,St. Joseph County,"44,228","39,962","48,494",17.2
18,143,Scott County,"4,106","3,334","4,878",17.6
18,145,Shelby County,"5,142","4,121","6,163",11.8
18,147,Spencer County,"1,908","1,504","2,312",9.3
18,149,Starke County,"3,552","2,829","4,275",15.5
18,151,Steuben County,"4,208","3,404","5,012",12.8
18,153,Sullivan County,"3,158","2,549","3,767",16.9
18,155,Switzerland County,"1,793","1,407","2,179",17.4
18,157,Tippecanoe County,"37,311","34,219","40,403",22.1
18,159,Tipton County,"1,448","1,143","1,753",9.5
18,161,Union County,988,778,"1,198",13.8
18,163,Vanderburgh County,"30,984","27,678","34,290",17.7
18,165,Vermillion County,"2,135","1,674","2,596",13.9
18,167,Vigo County,"19,910","17,475","22,345",20.2
18,169,Wabash County,"4,621","3,935","5,307",15.2
18,171,Warren County,811,627,995,9.9
18,173,Warrick County,"4,926","3,972","5,880",8.2
18,175,Washington County,"4,455","3,610","5,300",16.2
18,177,Wayne County,"11,570","9,659","13,481",17.8
18,179,Wells County,"2,916","2,372","3,460",10.7
18,181,White County,"2,680","2,137","3,223",11.2
18,183,Whitley County,"3,088","2,530","3,646",9.4
19,000,Iowa,"368,678","358,553","378,803",12.3
19,001,Adair County,751,582,920,10.3
19,003,Adams County,466,357,575,12.2
19,005,Allamakee County,"1,701","1,321","2,081",12.4
19,007,Appanoose County,"2,191","1,720","2,662",17.5
19,009,Audubon County,626,486,766,11.1
19,011,Benton County,"2,220","1,775","2,665",8.8
19,013,Black Hawk County,"18,419","15,926","20,912",14.5
19,015,Boone County,"2,671","2,182","3,160",10.4
19,017,Bremer County,"1,734","1,423","2,045",7.6
19,019,Buchanan County,"2,208","1,762","2,654",10.7
19,021,Buena Vista County,"2,415","1,893","2,937",12.4
19,023,Butler County,"1,454","1,179","1,729",9.9
19,025,Calhoun County,"1,261","1,050","1,472",13.7
19,027,Carroll County,"2,001","1,645","2,357",9.9
19,029,Cass County,"1,717","1,339","2,095",13.1
19,031,Cedar County,"1,432","1,149","1,715",7.9
19,033,Cerro Gordo County,"5,047","4,148","5,946",12.0
19,035,Cherokee County,"1,099",839,"1,359",9.6
19,037,Chickasaw County,"1,183",913,"1,453",9.8
19,039,Clarke County,"1,305","1,071","1,539",14.4
19,041,Clay County,"1,858","1,492","2,224",11.5
19,043,Clayton County,"1,878","1,464","2,292",10.8
19,045,Clinton County,"6,050","4,846","7,254",12.9
19,047,Crawford County,"1,965","1,527","2,403",11.6
19,049,Dallas County,"4,745","3,893","5,597",6.2
19,051,Davis County,"1,330","1,054","1,606",15.4
19,053,Decatur County,"1,586","1,264","1,908",21.3
19,055,Delaware County,"1,532","1,174","1,890",8.9
19,057,Des Moines County,"6,208","5,163","7,253",15.7
19,059,Dickinson County,"1,234",937,"1,531",7.4
19,061,Dubuque County,"10,654","9,056","12,252",11.5
19,063,Emmet County,"1,074",832,"1,316",11.3
19,065,Fayette County,"2,807","2,306","3,308",14.4
19,067,Floyd County,"2,010","1,598","2,422",12.7
19,069,Franklin County,"1,234",977,"1,491",12.1
19,071,Fremont County,804,630,978,11.7
19,073,Greene County,"1,192",968,"1,416",13.2
19,075,Grundy County,812,643,981,6.7
19,077,Guthrie County,"1,304","1,085","1,523",12.4
19,079,Hamilton County,"1,400","1,063","1,737",9.4
19,081,Hancock County,914,706,"1,122",8.4
19,083,Hardin County,"1,916","1,489","2,343",11.7
19,085,Harrison County,"1,540","1,224","1,856",11.0
19,087,Henry County,"2,487","1,983","2,991",13.3
19,089,Howard County,"1,124",888,"1,360",12.1
19,091,Humboldt County,956,746,"1,166",10.1
19,093,Ida County,754,592,916,10.9
19,095,Iowa County,"1,211",950,"1,472",7.5
19,097,Jackson County,"2,172","1,705","2,639",11.3
19,099,Jasper County,"3,923","3,233","4,613",11.2
19,101,Jefferson County,"2,673","2,111","3,235",16.9
19,103,Johnson County,"21,391","19,299","23,483",15.9
19,105,Jones County,"2,232","1,845","2,619",11.6
19,107,Keokuk County,"1,362","1,090","1,634",13.5
19,109,Kossuth County,"1,442","1,123","1,761",9.6
19,111,Lee County,"5,991","5,071","6,911",17.7
19,113,Linn County,"19,779","16,784","22,774",9.3
19,115,Louisa County,"1,216",958,"1,474",11.1
19,117,Lucas County,"1,376","1,078","1,674",16.0
19,119,Lyon County,906,701,"1,111",7.9
19,121,Madison County,"1,357","1,077","1,637",8.8
19,123,Mahaska County,"2,797","2,256","3,338",12.9
19,125,Marion County,"3,538","2,968","4,108",11.1
19,127,Marshall County,"5,113","3,992","6,234",13.0
19,129,Mills County,"1,384","1,075","1,693",9.7
19,131,Mitchell County,"1,209",962,"1,456",11.5
19,133,Monona County,"1,254",997,"1,511",14.3
19,135,Monroe County,916,699,"1,133",11.7
19,137,Montgomery County,"1,961","1,699","2,223",19.3
19,139,Muscatine County,"4,799","3,792","5,806",11.4
19,141,O'Brien County,"1,417","1,137","1,697",10.3
19,143,Osceola County,557,427,687,9.1
19,145,Page County,"2,056","1,598","2,514",14.6
19,147,Palo Alto County,"1,001",783,"1,219",11.5
19,149,Plymouth County,"1,863","1,452","2,274",7.6
19,151,Pocahontas County,897,726,"1,068",12.9
19,153,Polk County,"58,971","53,921","64,021",13.1
19,155,Pottawattamie County,"11,120","9,274","12,966",12.3
19,157,Poweshiek County,"2,063","1,678","2,448",12.1
19,159,Ringgold County,804,633,975,16.6
19,161,Sac County,"1,060",833,"1,287",10.8
19,163,Scott County,"20,437","17,422","23,452",12.2
19,165,Shelby County,"1,118",889,"1,347",9.6
19,167,Sioux County,"2,405","1,904","2,906",7.5
19,169,Story County,"16,276","14,826","17,726",19.5
19,171,Tama County,"2,210","1,827","2,593",12.9
19,173,Taylor County,793,616,970,13.1
19,175,Union County,"1,560","1,216","1,904",12.8
19,177,Van Buren County,"1,063",820,"1,306",14.4
19,179,Wapello County,"5,709","4,644","6,774",16.7
19,181,Warren County,"2,925","2,244","3,606",6.3
19,183,Washington County,"2,210","1,759","2,661",10.2
19,185,Wayne County,"1,050",834,"1,266",16.7
19,187,Webster County,"5,550","4,689","6,411",16.3
19,189,Winnebago County,"1,056",836,"1,276",10.4
19,191,Winneshiek County,"1,747","1,336","2,158",9.4
19,193,Woodbury County,"15,151","12,695","17,607",15.2
19,195,Worth County,823,661,985,11.0
19,197,Wright County,"1,511","1,232","1,790",12.0
20,000,Kansas,"381,506","371,806","391,206",13.5
20,001,Allen County,"2,267","1,820","2,714",18.2
20,003,Anderson County,"1,107",862,"1,352",14.3
20,005,Atchison County,"2,666","2,130","3,202",17.4
20,007,Barber County,600,477,723,12.4
20,009,Barton County,"4,739","4,067","5,411",17.8
20,011,Bourbon County,"2,637","2,091","3,183",18.4
20,013,Brown County,"1,680","1,364","1,996",17.3
20,015,Butler County,"7,194","5,937","8,451",11.3
20,017,Chase County,334,262,406,13.2
20,019,Chautauqua County,555,437,673,16.4
20,021,Cherokee County,"3,573","2,807","4,339",17.4
20,023,Cheyenne County,303,234,372,11.5
20,025,Clark County,270,211,329,13.0
20,027,Clay County,887,688,"1,086",10.9
20,029,Cloud County,"1,250",993,"1,507",14.0
20,031,Coffey County,905,734,"1,076",10.9
20,033,Comanche County,213,164,262,11.4
20,035,Cowley County,"5,086","4,083","6,089",15.0
20,037,Crawford County,"7,764","6,624","8,904",20.8
20,039,Decatur County,389,306,472,13.9
20,041,Dickinson County,"2,115","1,728","2,502",11.1
20,043,Doniphan County,"1,109",888,"1,330",15.0
20,045,Douglas County,"20,961","19,006","22,916",19.4
20,047,Edwards County,314,243,385,10.5
20,049,Elk County,461,359,563,17.4
20,051,Ellis County,"3,646","2,992","4,300",13.0
20,053,Ellsworth County,670,542,798,12.4
20,055,Finney County,"6,871","5,899","7,843",18.8
20,057,Ford County,"5,106","4,202","6,010",15.0
20,059,Franklin County,"3,328","2,696","3,960",13.3
20,061,Geary County,"4,966","4,165","5,767",13.9
20,063,Gove County,277,216,338,10.4
20,065,Graham County,304,234,374,12.0
20,067,Grant County,844,650,"1,038",10.9
20,069,Gray County,497,388,606,8.3
20,071,Greeley County,138,108,168,10.8
20,073,Greenwood County,"1,048",846,"1,250",16.9
20,075,Hamilton County,333,260,406,12.8
20,077,Harper County,733,564,902,12.9
20,079,Harvey County,"4,265","3,646","4,884",12.8
20,081,Haskell County,436,342,530,10.7
20,083,Hodgeman County,166,128,204,8.8
20,085,Jackson County,"1,377","1,069","1,685",10.3
20,087,Jefferson County,"1,745","1,373","2,117",9.4
20,089,Jewell County,407,323,491,13.5
20,091,Johnson County,"37,315","33,209","41,421",6.6
20,093,Kearny County,465,362,568,12.2
20,095,Kingman County,836,643,"1,029",11.2
20,097,Kiowa County,302,238,366,12.8
20,099,Labette County,"3,754","3,058","4,450",18.3
20,101,Lane County,183,144,222,10.9
20,103,Leavenworth County,"7,856","6,515","9,197",10.9
20,105,Lincoln County,395,312,478,12.7
20,107,Linn County,"1,388","1,089","1,687",14.8
20,109,Logan County,266,211,321,9.7
20,111,Lyon County,"5,721","4,719","6,723",18.0
20,113,McPherson County,"2,478","1,957","2,999",8.8
20,115,Marion County,"1,360","1,102","1,618",11.9
20,117,Marshall County,"1,094",868,"1,320",11.1
20,119,Meade County,494,407,581,11.7
20,121,Miami County,"3,061","2,491","3,631",9.5
20,123,Mitchell County,674,532,816,11.2
20,125,Montgomery County,"5,888","4,832","6,944",18.0
20,127,Morris County,703,550,856,12.5
20,129,Morton County,335,261,409,11.1
20,131,Nemaha County,974,788,"1,160",9.9
20,133,Neosho County,"2,804","2,268","3,340",17.7
20,135,Ness County,301,233,369,10.0
20,137,Norton County,639,492,786,13.5
20,139,Osage County,"2,021","1,644","2,398",12.9
20,141,Osborne County,470,368,572,12.9
20,143,Ottawa County,620,494,746,10.4
20,145,Pawnee County,817,632,"1,002",13.9
20,147,Phillips County,621,476,766,11.4
20,149,Pottawatomie County,"2,262","1,850","2,674",10.0
20,151,Pratt County,974,760,"1,188",10.3
20,153,Rawlins County,299,232,366,11.8
20,155,Reno County,"9,577","7,922","11,232",15.8
20,157,Republic County,594,474,714,12.7
20,159,Rice County,"1,369","1,114","1,624",14.7
20,161,Riley County,"13,379","11,821","14,937",20.2
20,163,Rooks County,608,477,739,12.0
20,165,Rush County,379,291,467,12.1
20,167,Russell County,913,704,"1,122",13.3
20,169,Saline County,"7,044","5,737","8,351",13.0
20,171,Scott County,411,319,503,8.3
20,173,Sedgwick County,"73,532","68,321","78,743",14.7
20,175,Seward County,"3,617","2,952","4,282",15.7
20,177,Shawnee County,"26,058","22,840","29,276",15.0
20,179,Sheridan County,273,211,335,10.9
20,181,Sherman County,968,761,"1,175",16.2
20,183,Smith County,500,406,594,13.5
20,185,Stafford County,594,484,704,14.1
20,187,Stanton County,236,184,288,11.5
20,189,Stevens County,554,431,677,9.7
20,191,Sumner County,"3,064","2,497","3,631",13.3
20,193,Thomas County,851,675,"1,027",11.3
20,195,Trego County,279,217,341,9.9
20,197,Wabaunsee County,666,518,814,9.6
20,199,Wallace County,178,139,217,12.0
20,201,Washington County,590,472,708,10.8
20,203,Wichita County,246,192,300,11.5
20,205,Wilson County,"1,478","1,167","1,789",16.7
20,207,Woodson County,569,466,672,18.4
20,209,Wyandotte County,"39,074","35,416","42,732",24.4
21,000,Kentucky,"812,803","797,212","828,394",19.0
21,001,Adair County,"4,644","3,734","5,554",26.3
21,003,Allen County,"3,816","2,989","4,643",19.0
21,005,Anderson County,"2,450","1,937","2,963",11.3
21,007,Ballard County,"1,359","1,112","1,606",16.8
21,009,Barren County,"8,247","6,640","9,854",19.5
21,011,Bath County,"2,733","2,154","3,312",22.7
21,013,Bell County,"8,955","7,272","10,638",33.5
21,015,Boone County,"10,009","8,085","11,933",8.0
21,017,Bourbon County,"3,774","3,132","4,416",19.2
21,019,Boyd County,"10,705","9,265","12,145",23.1
21,021,Boyle County,"4,627","3,683","5,571",17.5
21,023,Bracken County,"1,540","1,271","1,809",18.6
21,025,Breathitt County,"4,340","3,527","5,153",33.0
21,027,Breckinridge County,"3,740","2,970","4,510",19.2
21,029,Bullitt County,"9,474","8,104","10,844",12.3
21,031,Butler County,"2,596","2,117","3,075",20.6
21,033,Caldwell County,"2,282","1,779","2,785",18.2
21,035,Calloway County,"7,052","5,770","8,334",20.2
21,037,Campbell County,"11,724","9,882","13,566",13.2
21,039,Carlisle County,833,660,"1,006",17.0
21,041,Carroll County,"2,139","1,748","2,530",20.4
21,043,Carter County,"6,322","5,130","7,514",23.9
21,045,Casey County,"4,699","3,874","5,524",30.6
21,047,Christian County,"14,868","12,798","16,938",21.6
21,049,Clark County,"5,615","4,576","6,654",16.0
21,051,Clay County,"7,267","5,843","8,691",38.2
21,053,Clinton County,"2,565","2,006","3,124",25.7
21,055,Crittenden County,"1,823","1,443","2,203",20.3
21,057,Cumberland County,"1,841","1,467","2,215",27.8
21,059,Daviess County,"14,370","12,098","16,642",15.0
21,061,Edmonson County,"2,366","1,876","2,856",19.9
21,063,Elliott County,"2,133","1,699","2,567",32.4
21,065,Estill County,"4,254","3,487","5,021",29.8
21,067,Fayette County,"59,007","54,573","63,441",19.8
21,069,Fleming County,"2,795","2,190","3,400",19.3
21,071,Floyd County,"11,702","9,951","13,453",31.1
21,073,Franklin County,"6,184","4,814","7,554",12.9
21,075,Fulton County,"1,812","1,456","2,168",31.2
21,077,Gallatin County,"1,419","1,109","1,729",16.7
21,079,Garrard County,"3,004","2,417","3,591",18.0
21,081,Grant County,"4,103","3,239","4,967",16.9
21,083,Graves County,"6,550","5,371","7,729",17.7
21,085,Grayson County,"5,488","4,435","6,541",21.7
21,087,Green County,"2,339","1,865","2,813",21.5
21,089,Greenup County,"5,846","4,743","6,949",16.4
21,091,Hancock County,"1,193",945,"1,441",13.8
21,093,Hardin County,"14,905","12,407","17,403",14.3
21,095,Harlan County,"9,436","8,127","10,745",34.2
21,097,Harrison County,"3,386","2,866","3,906",18.5
21,099,Hart County,"4,200","3,350","5,050",23.0
21,101,Henderson County,"8,227","6,998","9,456",18.1
21,103,Henry County,"2,814","2,341","3,287",18.3
21,105,Hickman County,828,636,"1,020",18.4
21,107,Hopkins County,"7,594","6,124","9,064",16.9
21,109,Jackson County,"3,514","2,713","4,315",26.8
21,111,Jefferson County,"124,850","115,792","133,908",16.8
21,113,Jessamine County,"7,190","5,858","8,522",14.7
21,115,Johnson County,"5,817","4,725","6,909",25.6
21,117,Kenton County,"24,923","22,288","27,558",15.5
